128.0, 0.0, 
129.0, 0.0, 
130.0, 0.0, 
131.0, 0.0, 
132.0, 0.0, 
133.0, 0.0, 
134.0, 0.0, 
135.0, 0.0, 
136.0, 0.0, 
137.0, 0.0, 
138.0, 0.0, 
139.0, 0.0, 
140.0, 0.0, 
141.0, 0.0, 
142.0, 0.0, 
143.0, 0.0, 
144.0, 0.0, 
145.0, 0.0, 
146.0, 0.0, 
147.0, 0.0, 
148.0, 0.0, 
149.0, 0.0, 
150.0, 0.0, 
151.0, 0.0, 
152.0, 0.0, 
153.0, 0.0, 
154.0, 0.0, 
155.0, 0.0, 
156.0, 0.0, 
157.0, 0.0, 
158.0, 0.0, 
159.0, 0.0, 
160.0, 2.4, 
161.0, 1.8, 
162.0, 0.0, 
163.0, 0.0, 
164.0, 0.0, 
165.0, 0.0, 
166.0, 0.0, 
167.0, 0.0, 
168.0, 0.0, 
169.0, 0.0, 
170.0, 0.0, 
171.0, 0.0, 
172.0, 0.0, 
173.0, 0.0, 
174.0, 27.6, 
175.0, 3.0, 
176.0, 3.6, 
177.0, 1.8, 
178.0, 0.0, 
179.0, 0.0, 
180.0, 4.8, 
181.0, 6.0, 
182.0, 10.2, 
183.0, 4.8, 
184.0, 4.8, 
185.0, 6.6, 
186.0, 2.4, 
187.0, 0.0, 
188.0, 0.0, 
189.0, 0.0, 
190.0, 0.0, 
191.0, 0.0, 
192.0, 0.0, 
193.0, 0.0, 
194.0, 0.0, 
195.0, 0.0, 
196.0, 0.0, 
197.0, 0.0, 
198.0, 0.0, 
199.0, 0.0, 
200.0, 0.0, 
201.0, 0.0, 
202.0, 0.0, 
203.0, 0.0, 
204.0, 0.0, 
205.0, 0.0, 
206.0, 1.2, 
207.0, 3.0, 
208.0, 6.0, 
209.0, 6.0, 
210.0, 4.2, 
211.0, 6.0, 
212.0, 6.0, 
213.0, 0.0, 
214.0, 0.0, 
215.0, 0.0, 
216.0, 0.0, 
217.0, 0.0, 
218.0, 4.8, 
219.0, 5.4, 
220.0, 5.4, 
221.0, 4.8, 
222.0, 5.4, 
223.0, 3.6, 
224.0, 4.8, 
225.0, 4.2, 
226.0, 4.8, 
227.0, 3.0, 
228.0, 4.2, 
229.0, 4.8, 
230.0, 4.2, 
231.0, 4.2, 
232.0, 4.8, 
233.0, 5.4, 
234.0, 6.0, 
235.0, 4.8, 
236.0, 3.6, 
237.0, 4.8, 
238.0, 5.4, 
239.0, 6.0, 
240.0, 4.2, 
241.0, 4.2, 
242.0, 4.2, 
243.0, 3.6, 
244.0, 4.2, 
245.0, 0.0, 
246.0, 0.0, 
