128.0, 0.0, 
129.0, 0.0, 
130.0, 0.0, 
131.0, 0.0, 
132.0, 0.0, 
133.0, 0.0, 
134.0, 0.0, 
135.0, 0.0, 
136.0, 0.0, 
137.0, 0.0, 
138.0, 0.0, 
139.0, 0.0, 
140.0, 0.0, 
141.0, 16.2, 
142.0, 0.6, 
143.0, 0.0, 
144.0, 0.0, 
145.0, 0.6, 
146.0, 0.0, 
147.0, 0.0, 
148.0, 0.6, 
149.0, 0.0, 
150.0, 0.0, 
151.0, 0.6, 
152.0, 0.0, 
153.0, 0.0, 
154.0, 0.6, 
155.0, 0.6, 
156.0, 0.0, 
157.0, 0.0, 
158.0, 0.0, 
159.0, 0.0, 
160.0, 0.0, 
161.0, 0.0, 
162.0, 0.0, 
163.0, 0.0, 
164.0, 0.0, 
165.0, 0.0, 
166.0, 0.0, 
167.0, 0.0, 
168.0, 0.0, 
169.0, 0.0, 
170.0, 0.0, 
171.0, 19.8, 
172.0, 0.0, 
173.0, 0.0, 
174.0, 0.0, 
175.0, 0.0, 
176.0, 0.0, 
177.0, 0.0, 
178.0, 0.0, 
179.0, 0.0, 
180.0, 0.0, 
181.0, 0.0, 
182.0, 0.0, 
183.0, 0.0, 
184.0, 0.0, 
185.0, 0.0, 
186.0, 0.0, 
187.0, 0.0, 
188.0, 0.0, 
189.0, 0.0, 
190.0, 0.0, 
191.0, 0.0, 
192.0, 0.0, 
193.0, 0.0, 
194.0, 1.8, 
195.0, 0.0, 
196.0, 6.0, 
197.0, 7.2, 
198.0, 4.2, 
199.0, 6.0, 
200.0, 6.6, 
201.0, 6.0, 
202.0, 0.6, 
203.0, 0.0, 
204.0, 2.4, 
205.0, 5.4, 
206.0, 4.8, 
207.0, 3.0, 
208.0, 6.0, 
209.0, 6.0, 
210.0, 4.2, 
211.0, 6.0, 
212.0, 6.0, 
213.0, 0.0, 
214.0, 0.0, 
215.0, 0.0, 
216.0, 0.0, 
217.0, 0.0, 
218.0, 4.8, 
219.0, 5.4, 
220.0, 5.4, 
221.0, 4.8, 
222.0, 5.4, 
223.0, 3.6, 
224.0, 4.8, 
225.0, 4.2, 
226.0, 4.8, 
227.0, 3.0, 
228.0, 4.2, 
229.0, 4.8, 
230.0, 3.6, 
231.0, 4.8, 
232.0, 4.8, 
233.0, 5.4, 
234.0, 5.4, 
235.0, 5.4, 
236.0, 3.0, 
237.0, 4.8, 
238.0, 5.4, 
239.0, 6.0, 
240.0, 4.2, 
241.0, 3.6, 
242.0, 4.2, 
243.0, 3.6, 
244.0, 4.2, 
245.0, 0.0, 
246.0, 0.0, 
